Bird Name,French Name,Image URL,Sound URL,Score,Difficulty,View Count,Latin Name
Long-eared Owl,Hibou moyen-duc,https://upload.wikimedia.org/wikipedia/commons/e/e2/Long-eared_Owl_-_Kisjuszallas_-_Hungary_S4E0920_%2815671750198%29.jpg,https://xeno-canto.org/964799/download,0,2,25099,Asio otus
Short-eared Owl,Hibou des marais,https://upload.wikimedia.org/wikipedia/commons/c/c7/Short_Eared_Owl_on_the_Ground.jpg,https://xeno-canto.org/976185/download,0,2,11113,Asio flammeus
Marsh Owl,Hibou du Cap,https://upload.wikimedia.org/wikipedia/commons/a/ac/Asio_capensis%2C_Tweeling%2C_a.jpg,https://xeno-canto.org/713851/download,0,3,1491,Asio capensis
Boreal Owl,Nyctale de Tengmalm,https://upload.wikimedia.org/wikipedia/commons/1/17/Aegolius-funereus-001.jpg,https://xeno-canto.org/978839/download,0,2,9124,Aegolius funereus
Brown Boobook,Ninoxe hirsute,https://upload.wikimedia.org/wikipedia/commons/d/da/Brown_Hawk-Owl_-_Ninox_scutulata.jpg,,0,3,453,Ninox scutulata
Northern Boobook,Ninoxe boréale,https://upload.wikimedia.org/wikipedia/commons/2/29/Ninox_japonica%2C_Japan.jpg,https://xeno-canto.org/951749/download,0,3,254,Ninox japonica
Eurasian Hoopoe,Huppe fasciée,https://upload.wikimedia.org/wikipedia/commons/8/80/Eurasian_hoopoe_by_Gunjan_Pandey.jpg,https://xeno-canto.org/981503/download,0,1,221242,Upupa epops
Arabian Green Bee-eater,Merops cyanophrys,https://upload.wikimedia.org/wikipedia/commons/7/73/Bee-eater_Dubai_%28cropped%29.jpg,https://xeno-canto.org/713215/download,0,3,0,Merops orientalis
Asian Green Bee-eater,Guêpier d'Orient,https://upload.wikimedia.org/wikipedia/commons/c/cf/Green_bee-eater_%28Merops_orientalis_ceylonicus%29.jpg,https://xeno-canto.org/950061/download,0,3,1753,Merops orientalis
Blue-cheeked Bee-eater,Guêpier de Perse,https://upload.wikimedia.org/wikipedia/commons/0/01/Blue-cheeked_bee-eater_%28Merops_persicus_persicus%29_Namibia.jpg,https://xeno-canto.org/980507/download,0,3,923,Merops persicus
European Bee-eater,Guêpier d'Europe,https://upload.wikimedia.org/wikipedia/commons/3/3d/Guepier_d%27europe_au_parc_national_Ichkeul.jpg,https://xeno-canto.org/964005/download,0,2,44118,Merops apiaster
Common Kingfisher,Martin-pêcheur d'Europe,https://upload.wikimedia.org/wikipedia/commons/b/bc/Alcedo_atthis_-England-8_%28cropped%29.jpg,https://xeno-canto.org/982037/download,0,3,42,Alcedo atthis
White-throated Kingfisher,Martin-chasseur de Smyrne,https://upload.wikimedia.org/wikipedia/commons/c/c8/White-throated_kingfisher_%28Halcyon_smyrnensis%29_Galle.jpg,https://xeno-canto.org/980502/download,0,2,2562,Halcyon smyrnensis
Belted Kingfisher,Martin-pêcheur d'Amérique,https://upload.wikimedia.org/wikipedia/commons/0/0c/BeltedKingfisherJG_Male.jpg,https://xeno-canto.org/638295/download,0,2,4885,Megaceryle alcyon
Pied Kingfisher,Martin-pêcheur pie,https://upload.wikimedia.org/wikipedia/commons/c/c8/Pied_kingfisher_%28Ceryle_rudis_leucomelanurus%29_male.jpg,https://xeno-canto.org/956316/download,0,2,3314,Ceryle rudis
European Roller,Rollier d'Europe,https://upload.wikimedia.org/wikipedia/commons/b/bc/European_Roller_-_Coracias_garrulus.jpg,https://xeno-canto.org/924564/download,0,2,14377,Coracias garrulus
Abyssinian Roller,Rollier d'Abyssinie,https://upload.wikimedia.org/wikipedia/commons/e/e5/Abyssinian_roller_%28Coracias_abyssinicus%29.jpg,https://xeno-canto.org/957335/download,0,3,1245,Coracias abyssinicus
Eurasian Wryneck,Torcol fourmilier,https://upload.wikimedia.org/wikipedia/commons/0/0a/Northern_wryneck_by_David_Raju_%28cropped%29.jpg,https://xeno-canto.org/919143/download,0,2,16912,Jynx torquilla
Yellow-bellied Sapsucker,Pic maculé,https://upload.wikimedia.org/wikipedia/commons/a/a8/Yellow-bellied_sapsucker_in_CP_%2840484%29.jpg,https://xeno-canto.org/562030/download,0,2,2309,Sphyrapicus varius
Eurasian Three-toed Woodpecker,Pic tridactyle,https://upload.wikimedia.org/wikipedia/commons/0/04/Three-toed_Woodpecker_-_Finlandia_0005_%283%29.jpg,https://xeno-canto.org/927189/download,0,2,3414,Picoides tridactylus
Middle Spotted Woodpecker,Pic mar,https://upload.wikimedia.org/wikipedia/commons/5/5f/%D0%A1%D1%80%D0%B5%D0%B4%D0%BD%D0%B8%D0%B9_%D0%BF%D1%91%D1%81%D1%82%D1%80%D1%8B%D0%B9_%D0%B4%D1%8F%D1%82%D0%B5%D0%BB_%28Dendrocoptes_medius%29%2C_%D0%91%D0%B8%D1%82%D1%86%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BB%D0%B5%D1%81.jpg,https://xeno-canto.org/982351/download,0,2,12398,Dendrocoptes medius
White-backed Woodpecker,Pic à dos blanc,https://upload.wikimedia.org/wikipedia/commons/b/b6/Dendrocopos_leucotos_2.jpg,https://xeno-canto.org/981983/download,0,2,2469,Dendrocopos leucotos
Great Spotted Woodpecker,Pic épeiche,https://upload.wikimedia.org/wikipedia/commons/c/c5/Greater_Spotted_Woodpecker_%2841554059345%29.jpg,https://xeno-canto.org/982353/download,0,1,105587,Dendrocopos major
Syrian Woodpecker,Pic syriaque,https://upload.wikimedia.org/wikipedia/commons/1/13/Dendrocopos_syriacus.jpg,https://xeno-canto.org/981473/download,0,3,1012,Dendrocopos syriacus
Lesser Spotted Woodpecker,Pic épeichette,https://upload.wikimedia.org/wikipedia/commons/b/bd/%D0%9C%D0%B0%D0%BB%D1%8B%D0%B9_%D0%BF%D1%91%D1%81%D1%82%D1%80%D1%8B%D0%B9_%D0%B4%D1%8F%D1%82%D0%B5%D0%BB_%D0%BD%D0%B0_%D1%80%D0%B5%D0%BF%D0%B5%D0%B9%D0%BD%D0%B8%D0%BA%D0%B5_%28Dendrocopos_minor%2C_fem%29%2C_%D0%9A%D1%80%D1%8B%D0%BB%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B5_%D1%85%D0%BE%D0%BB%D0%BC%D1%8B.jpg,https://xeno-canto.org/980009/download,0,2,16968,Dryobates minor
Gray-headed Woodpecker,Pic cendré,https://upload.wikimedia.org/wikipedia/commons/7/79/%D0%A1%D0%B5%D0%B4%D0%BE%D0%B9_%D0%B4%D1%8F%D1%82%D0%B5%D0%BB_%D1%83_%D0%B1%D0%BE%D0%BB%D0%BE%D1%82%D0%B0_%D1%80%D0%B5%D1%87%D0%BA%D0%B8_%D0%97%D0%B8%D0%BC%D1%91%D0%BD%D0%BA%D0%B8.jpg,,0,2,4198,Melanerpes carolinus
Eurasian Green Woodpecker,Pic vert,https://upload.wikimedia.org/wikipedia/commons/c/c5/European_green_woodpecker_%28Picus_viridis%29_female_Barnes.jpg,https://xeno-canto.org/976587/download,0,1,119298,Picus viridis
Iberian Green Woodpecker,Picus sharpei,https://upload.wikimedia.org/wikipedia/commons/2/20/Picus_viridis_sharpei_033.jpg,https://xeno-canto.org/977350/download,0,3,62,Picus sharpei
Black Woodpecker,Pic noir,https://upload.wikimedia.org/wikipedia/commons/2/20/%D0%96%D0%B5%D0%BB%D0%BD%D0%B0_%28Dryocopus_martius%2C_fem%29%2C_%C2%AB%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D1%88%D1%83%D0%BC%D0%B0%D1%88%D0%B5%D1%88%D0%B0%D1%8F%C2%BB.jpg,https://xeno-canto.org/980312/download,0,2,31704,Dryocopus martius
Northern Flicker,Pic flamboyant,https://upload.wikimedia.org/wikipedia/commons/0/02/NorthernFlicker-male.jpg,https://xeno-canto.org/975331/download,0,2,19555,Colaptes auratus
Lesser Kestrel,Faucon crécerellette,https://upload.wikimedia.org/wikipedia/commons/f/f3/Lesser_Kestrel_%28Male%29.jpg,https://xeno-canto.org/895705/download,0,2,7513,Falco naumanni
Eurasian Kestrel,Faucon crécerelle,https://upload.wikimedia.org/wikipedia/commons/2/24/Common_kestrel_falco_tinnunculus.jpg,,0,1,112002,Falco tinnunculus
American Kestrel,Crécerelle d'Amérique,https://upload.wikimedia.org/wikipedia/commons/7/73/AmericanKestrel02.jpg,https://xeno-canto.org/877035/download,0,2,7425,Falco sparverius
Red-footed Falcon,Faucon kobez,https://upload.wikimedia.org/wikipedia/commons/c/cc/Falco_vespertinus_2_%28Martin_Mecnarowski%29.jpg,https://xeno-canto.org/813405/download,0,2,2224,Falco vespertinus
Amur Falcon,Faucon de l'Amour,https://upload.wikimedia.org/wikipedia/commons/2/29/Amur_Falcon_%28male%29_%28vagrant%29.jpg,https://xeno-canto.org/832536/download,0,3,1007,Falco amurensis
Eleonora's Falcon,Faucon d'Éléonore,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Eleonora%27s_falcon_%28Falco_eleonorae%29_in_flight_3.jpg/300px-Eleonora%27s_falcon_%28Falco_eleonorae%29_in_flight_3.jpg,https://xeno-canto.org/893155/download,0,2,5157,Falco eleonorae
Sooty Falcon,Faucon concolore,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Sooty_Falcon%2C_All%C3%A9e_des_Baobabs_near_Morondava%2C_Madagascar.jpg/300px-Sooty_Falcon%2C_All%C3%A9e_des_Baobabs_near_Morondava%2C_Madagascar.jpg,https://xeno-canto.org/929946/download,0,3,783,Falco concolor
Merlin (bird),Faucon émerillon,https://upload.wikimedia.org/wikipedia/commons/e/e3/Merlin_in_Prospect_Park_%2863386%29.jpg,,0,2,1609,Falco columbarius
Eurasian Hobby,Faucon hobereau,https://upload.wikimedia.org/wikipedia/commons/d/df/Eurasian_hobby_%28Falco_subbuteo%29_by_Shantanu_Kuveskar.jpg,https://xeno-canto.org/960301/download,0,2,9769,Falco subbuteo
Lanner Falcon,Faucon lanier,https://upload.wikimedia.org/wikipedia/commons/7/7d/Lanner_Falcon_800.jpg,https://xeno-canto.org/577955/download,0,2,5431,Falco biarmicus
Saker Falcon,Faucon sacre,https://upload.wikimedia.org/wikipedia/commons/0/0c/Falco_cherrug_%28Marek_Szczepanek%29.jpg,https://xeno-canto.org/412094/download,0,2,5200,Falco cherrug
Gyrfalcon,Faucon gerfaut,https://upload.wikimedia.org/wikipedia/commons/c/c8/Falco_rusticolus_white_cropped.jpg,https://xeno-canto.org/713307/download,0,2,20975,Falco rusticolus
Peregrine Falcon,Faucon pèlerin,https://upload.wikimedia.org/wikipedia/commons/9/9c/Falco_peregrinus_m_Humber_Bay_Park_Toronto.jpg,https://xeno-canto.org/982723/download,0,1,92451,Falco peregrinus
Rose-ringed Parakeet,Perruche à collier,https://upload.wikimedia.org/wikipedia/commons/1/1f/Rose-ringed_parakeet_%28Psittacula_krameri_borealis%29_male_Jaipur_2.jpg,https://xeno-canto.org/980121/download,0,1,65479,Psittacula krameri
Monk Parakeet,Conure veuve,https://upload.wikimedia.org/wikipedia/commons/5/5c/Monk_Parakeet_%28Myiopsitta_monachus%29_%2828420470712%29.jpg,https://xeno-canto.org/975931/download,0,2,11969,Myiopsitta monachus
Olive-sided Flycatcher,Moucherolle à côtés olive,https://upload.wikimedia.org/wikipedia/commons/8/86/Olive-sided_Flycatcher.jpg,https://xeno-canto.org/962388/download,0,3,395,Contopus cooperi
Eastern Wood-Pewee,Pioui de l'Est,https://upload.wikimedia.org/wikipedia/commons/6/63/Eastern_wood_pewee_%2871095%29.jpg,,0,3,5,Contopus virens
Yellow-bellied Flycatcher,Moucherolle à ventre jaune,https://upload.wikimedia.org/wikipedia/commons/b/bc/Yellow-bellied_Flycatcher_-_Empidonax_flaviventris.jpg,https://xeno-canto.org/562947/download,0,3,780,Empidonax flaviventris
Acadian Flycatcher,Moucherolle vert,https://upload.wikimedia.org/wikipedia/commons/7/73/Empidonax_virescens_99136793_%28cropped%29.jpg,https://xeno-canto.org/950022/download,0,3,483,Empidonax virescens
Alder Flycatcher,Moucherolle des aulnes,https://upload.wikimedia.org/wikipedia/commons/0/00/Empidonax_alnorum_CT2.jpg,https://xeno-canto.org/656687/download,0,3,1108,Empidonax alnorum
Willow Flycatcher,Moucherolle des saules,https://upload.wikimedia.org/wikipedia/commons/0/00/Southwestern_Willow_Flycatcher.jpg,https://xeno-canto.org/560030/download,0,3,372,Empidonax traillii
Least Flycatcher,Moucherolle tchébec,https://upload.wikimedia.org/wikipedia/commons/4/46/Empidonax-minimus-001.jpg,https://xeno-canto.org/940894/download,0,3,1375,Empidonax minimus
Eastern Phoebe,Moucherolle phébi,https://upload.wikimedia.org/wikipedia/commons/d/d0/Sayornis_phoebe_-Owen_Conservation_Park%2C_Madison%2C_Wisconsin%2C_USA-8.jpg,https://xeno-canto.org/566104/download,0,2,4476,Sayornis phoebe
Western Kingbird,Tyran de l'Ouest,https://upload.wikimedia.org/wikipedia/commons/5/5d/Western_kingbird_%2871748%29.jpg,https://xeno-canto.org/540019/download,0,3,3,Tyrannus verticalis
Eastern Kingbird,Tyran tritri,https://upload.wikimedia.org/wikipedia/commons/f/fb/Easterbn_Kingbird_Heinz.png,https://xeno-canto.org/343544/download,0,2,2214,Tyrannus tyrannus
Fork-tailed Flycatcher,Tyran des savanes,https://upload.wikimedia.org/wikipedia/commons/4/43/Fork-tailed_flycatcher_%28Tyrannus_savana_monachus%29_male_Orange_Walk.jpg,https://xeno-canto.org/551103/download,0,3,473,Tyrannus savana
White-eyed Vireo,Viréo aux yeux blancs,https://upload.wikimedia.org/wikipedia/commons/1/1d/WhiteEyedVireoMaine.jpg,https://xeno-canto.org/570971/download,0,3,333,Vireo griseus
Yellow-throated Vireo,Viréo à gorge jaune,https://upload.wikimedia.org/wikipedia/commons/f/fa/Vireo-flavifrons-001.jpg,https://xeno-canto.org/914384/download,0,3,378,Vireo flavifrons
Blue-headed Vireo,Viréo à tête bleue,https://upload.wikimedia.org/wikipedia/commons/b/b5/Blue-headed_Vireo_%288088895251%29.jpg,https://xeno-canto.org/561368/download,0,2,2773,Vireo solitarius
Philadelphia Vireo,Viréo de Philadelphie,https://upload.wikimedia.org/wikipedia/commons/3/32/Vireo_philadelphicus.jpg,https://xeno-canto.org/474833/download,0,3,0,Vireo philadelphicus
Red-eyed Vireo,Viréo aux yeux rouges,https://upload.wikimedia.org/wikipedia/commons/0/03/Vireo_olivaceus_-Madison_-Wisconsin_-USA-8.jpg,https://xeno-canto.org/972013/download,0,2,11875,Vireo olivaceus
Eurasian Golden Oriole,Loriot d'Europe,https://upload.wikimedia.org/wikipedia/commons/c/cf/Loriot_d%27Europe_-_Flickr_-_Philippe_Garcelon%2C_crop.jpg,https://xeno-canto.org/976261/download,0,1,82490,Oriolus oriolus
Indian Golden Oriole,Loriot indien,https://upload.wikimedia.org/wikipedia/commons/5/51/IndianGoldenOriole_M.jpg,https://xeno-canto.org/872517/download,0,3,350,Oriolus kundoo
Ashy Drongo,Drongo cendré,https://upload.wikimedia.org/wikipedia/commons/3/3c/0A2A8011_Ashy_Drongo.jpg,https://xeno-canto.org/982070/download,0,3,269,Dicrurus leucophaeus
Red-backed Shrike,Pie-grièche écorcheur,https://upload.wikimedia.org/wikipedia/commons/5/5c/Red-backed_shrike.jpg,https://xeno-canto.org/938986/download,0,2,13539,Lanius collurio
Red-tailed Shrike,Pie-grièche du Turkestan,https://upload.wikimedia.org/wikipedia/commons/4/4d/0T4A6719.jpg,https://xeno-canto.org/951342/download,0,3,122,Lanius schach
Isabelline Shrike,Pie-grièche isabelle,https://upload.wikimedia.org/wikipedia/commons/a/a4/Isabelline_Shrike_%2815214160368%29.jpg,https://xeno-canto.org/975635/download,0,3,412,Lanius isabellinus
Brown Shrike,Pie-grièche brune,https://upload.wikimedia.org/wikipedia/commons/6/64/Lanius_cristatus_-_Surin.jpg,https://xeno-canto.org/964198/download,0,3,828,Lanius cristatus
Long-tailed Shrike,Pie-grièche schach,https://upload.wikimedia.org/wikipedia/commons/8/83/Long-tailed_Shrilke_0A2A3080.jpg,,0,3,438,Lanius schach
Northern Shrike,Pie-grièche boréale,https://upload.wikimedia.org/wikipedia/commons/d/dc/Northern_Shrike%2C_Arvada%2C_Jefferson%2C_Colorado.jpg,https://xeno-canto.org/982270/download,0,3,1044,Lanius borealis
Lesser Gray Shrike,Pie-grièche à poitrine rose,https://upload.wikimedia.org/wikipedia/commons/0/0c/Lesser_Grey_Shrike_by_Daniel_Bastaja.jpg,,0,3,1417,Lanius minor
Masked Shrike,Pie-grièche masquée,https://upload.wikimedia.org/wikipedia/commons/6/6a/Lanius_nubicus_%28unmirrored%29.jpg,https://xeno-canto.org/964017/download,0,3,755,Lanius nubicus
Woodchat Shrike,Pie-grièche à tête rousse,https://upload.wikimedia.org/wikipedia/commons/4/44/Woodchat_shrike_%28Lanius_senator_senator%29.jpg,https://xeno-canto.org/982625/download,0,2,2563,Lanius senator
Siberian Jay,Mésangeai imitateur,https://upload.wikimedia.org/wikipedia/commons/2/22/Perisoreus_infaustus_Kittil%C3%A4_20180418_01.jpg,https://xeno-canto.org/871731/download,0,3,1925,Perisoreus infaustus
Eurasian Jay,Geai des chênes,https://upload.wikimedia.org/wikipedia/commons/6/6d/Garrulus_glandarius_1_Luc_Viatour.jpg,https://xeno-canto.org/975372/download,0,1,120373,Garrulus glandarius
Iberian Magpie,Pie-bleue ibérique,https://upload.wikimedia.org/wikipedia/commons/e/e4/Iberian_magpie_%28Cyanopica_cooki%29%2C_Parque_natural_de_la_Sierra_de_And%C3%BAjar%2C_Espa%C3%B1a_%2832602677484%29.jpg,https://xeno-canto.org/978915/download,0,2,2081,Cyanopica cooki
Eurasian Magpie,Pie bavarde,https://upload.wikimedia.org/wikipedia/commons/4/4b/%D0%A1%D0%BE%D1%80%D0%BE%D0%BA%D0%B0_%28Pica_pica%29%2C_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4.jpg,https://xeno-canto.org/978880/download,0,1,94751,Pica pica
Northern Nutcracker,Cassenoix moucheté,https://upload.wikimedia.org/wikipedia/commons/f/f7/Orzech%C3%B3wka_zwyczajna_nad_Morskim_Okiem.jpg,,0,2,10817,Nucifraga caryocatactes
Red-billed Chough,Crave à bec rouge,https://upload.wikimedia.org/wikipedia/commons/1/12/Bran_goesgoch_Pyrrhocorax_pyrrhocorax.jpg,https://xeno-canto.org/534503/download,0,2,12861,Pyrrhocorax pyrrhocorax
Yellow-billed Chough,Chocard à bec jaune,https://upload.wikimedia.org/wikipedia/commons/2/2d/Alpine_Chough_by_Jim_Higham.jpg,,0,2,36384,Pyrrhocorax graculus
Eurasian Jackdaw,Choucas des tours,https://upload.wikimedia.org/wikipedia/commons/a/a1/%D0%93%D0%B0%D0%BB%D0%BA%D0%B0_%28Corvus_monedula%29%2C_%D0%A6%D0%B0%D1%80%D0%B8%D1%86%D1%8B%D0%BD%D0%BE.jpg,https://xeno-canto.org/971837/download,0,1,111911,Coloeus monedula
Daurian Jackdaw,Choucas de Daourie,https://upload.wikimedia.org/wikipedia/commons/7/77/Dwlhany.jpg,https://xeno-canto.org/824063/download,0,3,1,Corvus dauuricus
House Crow,Corbeau familier,https://upload.wikimedia.org/wikipedia/commons/c/c9/Corvus_splendens.jpg,https://xeno-canto.org/980341/download,0,2,6262,Corvus splendens
Carrion Crow,Corneille noire,https://upload.wikimedia.org/wikipedia/commons/a/a9/Corvus_corone_-near_Canford_Cliffs%2C_Poole%2C_England-8.jpg,https://xeno-canto.org/981452/download,0,1,76810,Corvus corone
Hooded Crow,Corneille mantelée,https://upload.wikimedia.org/wikipedia/commons/6/63/Corvus_cornix_-Egypt-8.jpg,https://xeno-canto.org/979058/download,0,2,34410,Corvus cornix
Fan-tailed Raven,Corbeau à queue courte,https://upload.wikimedia.org/wikipedia/commons/5/56/Fan-tailed_raven_%28Corvus_rhipidurus%29.jpg,https://xeno-canto.org/981141/download,0,3,1178,Corvus rhipidurus
Common Raven,Grand corbeau,https://upload.wikimedia.org/wikipedia/commons/5/50/Corvus_corax_ad_berlin_090516.jpg,,0,2,3498,Corvus corax
Coal Tit,Mésange noire,https://upload.wikimedia.org/wikipedia/commons/9/92/Coal_tit_UK09.JPG,https://xeno-canto.org/980800/download,0,2,33005,Periparus ater
Crested Tit,Mésange huppée,https://upload.wikimedia.org/wikipedia/commons/d/dc/Lophophanes_cristatus_-_01.jpg,https://xeno-canto.org/512199/download,0,2,25737,Lophophanes cristatus
Sombre Tit,Mésange lugubre,https://upload.wikimedia.org/wikipedia/commons/7/7d/Poecile_lugubris%2C_Bulgaria_1.jpg,https://xeno-canto.org/964687/download,0,3,630,Poecile lugubris
Marsh Tit,Mésange nonnette,https://upload.wikimedia.org/wikipedia/commons/3/3a/Parus_palustris02.jpg,https://xeno-canto.org/982787/download,0,2,29018,Poecile palustris
Willow Tit,Mésange boréale,https://upload.wikimedia.org/wikipedia/commons/1/13/Poecile_montanus_kleinschmidti.jpg,https://xeno-canto.org/982286/download,0,2,10306,Poecile montanus
Gray-headed Chickadee,Mésange lapone,https://upload.wikimedia.org/wikipedia/commons/b/bd/Siberian_Tit_Parus_Cinctus_2006_03_07.JPG,,0,3,816,Poecile cinctus
Eurasian Blue Tit,Mésange bleue,https://upload.wikimedia.org/wikipedia/commons/8/86/Eurasian_blue_tit_Lancashire.jpg,https://xeno-canto.org/981094/download,0,1,131197,Cyanistes caeruleus
African Blue Tit,Cyanistes teneriffae,https://upload.wikimedia.org/wikipedia/commons/7/7f/Cyanistes_teneriffae_hedwigae_-Gran_Canaria%2C_Canary_Islands%2C_Spain-8.jpg,https://xeno-canto.org/974041/download,0,3,65,Cyanistes caeruleus
Azure Tit,Mésange azurée,https://upload.wikimedia.org/wikipedia/commons/5/59/Azure_Tit_-_Parus_cyanus.jpg,https://xeno-canto.org/862476/download,0,2,5085,Cyanistes cyanus
Great Tit,Mésange charbonnière,https://upload.wikimedia.org/wikipedia/commons/e/ef/Great_tit_side-on.jpg,https://xeno-canto.org/981346/download,0,1,218878,Parus major
Eurasian Penduline-Tit,Rémiz penduline,https://upload.wikimedia.org/wikipedia/commons/a/a5/Remiz_pendulinus_3_%28Martin_Mecnarowski%29.jpg,,0,2,3295,Remiz pendulinus
Greater Hoopoe-Lark,Sirli du désert,https://upload.wikimedia.org/wikipedia/commons/6/65/Greater_Hoopoe_Lark%2C_crop.jpg,https://xeno-canto.org/951242/download,0,3,1202,Alaemon alaudipes
Thick-billed Lark,Alouette de Clot-Bey,https://upload.wikimedia.org/wikipedia/commons/3/34/Thick-billed_lark_%28Ramphocoris_clotbey%29_Kebili.jpg,https://xeno-canto.org/892457/download,0,3,1,Ramphocoris clotbey
Bar-tailed Lark,Ammomane élégante,https://upload.wikimedia.org/wikipedia/commons/7/73/Ammomane_%C3%A9l%C3%A9gante_Jbil.jpg,https://xeno-canto.org/959906/download,0,3,353,Ammomanes cinctura
Desert Lark,Ammomane isabelline,https://upload.wikimedia.org/wikipedia/commons/9/97/Steinlerche.jpg,https://xeno-canto.org/523800/download,0,3,374,Ammomanes deserti
Wood Lark,Alouette lulu,https://upload.wikimedia.org/wikipedia/commons/9/96/Lullula_arborea_%28J%C3%A1n_Svetl%C3%ADk%29.jpg,,0,2,15440,Lullula arborea
White-winged Lark,Alouette leucoptère,https://upload.wikimedia.org/wikipedia/commons/5/5d/Alauda_leucoptera_57392188.jpg,https://xeno-canto.org/813215/download,0,3,179,Alauda leucoptera
Eurasian Skylark,Alouette des champs,https://upload.wikimedia.org/wikipedia/commons/f/f6/Skylark_2%2C_Lake_District%2C_England_-_June_2009.jpg,https://xeno-canto.org/974883/download,0,2,38865,Alauda arvensis
Oriental Skylark,Alouette gulgule,https://upload.wikimedia.org/wikipedia/commons/b/b1/Oriental_Skylark_Harangi_Coorg_Apr24_D72_26744.jpg,https://xeno-canto.org/961416/download,0,3,182,Alauda gulgula
Thekla's Lark,Cochevis de Thékla,https://upload.wikimedia.org/wikipedia/commons/b/be/North_African_Thekla%27s_lark_%28Galerida_theklae_carolinae%29_Kebili.jpg,https://xeno-canto.org/981034/download,0,3,0,Galerida theklae
Crested Lark,Cochevis huppé,https://upload.wikimedia.org/wikipedia/commons/1/15/Cochevis_hupp%C3%A9_Gbollat.jpg,https://xeno-canto.org/981190/download,0,2,6081,Galerida cristata
Horned Lark,Alouette hausse-col,https://upload.wikimedia.org/wikipedia/commons/5/54/Shore_Lark.jpg,https://xeno-canto.org/972226/download,0,2,2647,Eremophila alpestris
Temminck's Lark,Alouette bilophe,https://upload.wikimedia.org/wikipedia/commons/9/97/Alouette_bilophe_Jbil001.jpg,https://xeno-canto.org/892449/download,0,3,524,Eremophila bilopha
Greater Short-toed Lark,Alouette calandrelle,https://upload.wikimedia.org/wikipedia/commons/8/8d/Alouette_calandrelle_ichkeul001.jpg,https://xeno-canto.org/971540/download,0,3,1615,Calandrella brachydactyla
Bimaculated Lark,Alouette monticole,https://upload.wikimedia.org/wikipedia/commons/f/ff/Melanocorypha_bimaculata_117209398.jpg,https://xeno-canto.org/972271/download,0,3,227,Melanocorypha bimaculata
Calandra Lark,Alouette calandre,https://upload.wikimedia.org/wikipedia/commons/7/7b/Bere%C5%9Fe.jpg,https://xeno-canto.org/977975/download,0,3,1397,Melanocorypha calandra
Black Lark,Alouette nègre,https://upload.wikimedia.org/wikipedia/commons/4/45/Black_Lark_-_Kazakistan_S4E9836_%2816946135312%29-cropped.jpg,https://xeno-canto.org/813497/download,0,3,239,Melanocorypha yeltoniensis
Dupont's Lark,Sirli de Dupont,https://upload.wikimedia.org/wikipedia/commons/c/c8/Dupont%27s_Lark%2C_Morocco_1_%28crop%29_%28cropped%29.jpg,https://xeno-canto.org/973317/download,0,3,1,Chersophilus duponti
Asian Short-toed Lark,Alouette de Swinhoe,https://upload.wikimedia.org/wikipedia/commons/a/a3/Calandrella_cheleensis.JPG,https://xeno-canto.org/926675/download,0,3,100,Calandrella brachydactyla
Mediterranean Short-toed Lark,Alouette pispolette,https://upload.wikimedia.org/wikipedia/commons/b/b8/Calandrella_rufescens_-Canary_Islands_-Spain-8.jpg,https://xeno-canto.org/981616/download,0,3,632,Alaudala rufescens
Turkestan Short-toed Lark,Alouette de Heine,https://upload.wikimedia.org/wikipedia/commons/8/8a/Alaudala_heinei_-_Heinestummellerche_202746307.jpg,https://xeno-canto.org/773176/download,0,3,1405,
Bearded Reedling,Panure à moustaches,https://upload.wikimedia.org/wikipedia/commons/f/fb/Baardman_-_Panurus_biarmicus_%2815147085070%29.jpg,https://xeno-canto.org/955703/download,0,2,4377,Panurus biarmicus
Zitting Cisticola,Cisticole des joncs,https://upload.wikimedia.org/wikipedia/commons/3/31/Zitting_cisticola_2024_04_19_%28cropped%29.jpg,https://xeno-canto.org/975968/download,0,2,14513,Cisticola juncidis
Thick-billed Warbler,Rousserolle à gros bec,https://upload.wikimedia.org/wikipedia/commons/6/6b/Thick-billed_Warbler_1_%40_Kakkadampoil_2-2-14.jpg,https://xeno-canto.org/972681/download,0,3,277,Arundinax aedon
Booted Warbler,Hypolaïs bottée,https://upload.wikimedia.org/wikipedia/commons/4/40/Booted_Warbler_-_Kazakistan_S4E0786_%2817330623545%29.jpg,https://xeno-canto.org/925133/download,0,3,201,Iduna caligata
Sykes's Warbler,Hypolaïs rama,https://upload.wikimedia.org/wikipedia/commons/4/4d/Syke%27s_Warbler_%28Hippolais_rama%29_on_Vilaiti_Siris_%28Samanea_saman%29_in_Kolkata_W_IMG_4659.jpg,https://xeno-canto.org/947018/download,0,3,192,Iduna rama
