Latin Name,Score,Difficulty,Sound URL,Image URL,Bird Name,French Name,View Count
Merops apiaster,0,2,https://xeno-canto.org/964005/download,https://upload.wikimedia.org/wikipedia/commons/3/3d/Guepier_d%27europe_au_parc_national_Ichkeul.jpg,European Bee-eater,Guêpier d'Europe,44118
Alcedo atthis,0,3,https://xeno-canto.org/982037/download,https://upload.wikimedia.org/wikipedia/commons/b/bc/Alcedo_atthis_-England-8_%28cropped%29.jpg,Common Kingfisher,Martin-pêcheur d'Europe,42
Halcyon smyrnensis,0,2,https://xeno-canto.org/980502/download,https://upload.wikimedia.org/wikipedia/commons/c/c8/White-throated_kingfisher_%28Halcyon_smyrnensis%29_Galle.jpg,White-throated Kingfisher,Martin-chasseur de Smyrne,2562
Megaceryle alcyon,0,2,https://xeno-canto.org/638295/download,https://upload.wikimedia.org/wikipedia/commons/0/0c/BeltedKingfisherJG_Male.jpg,Belted Kingfisher,Martin-pêcheur d'Amérique,4885
Ceryle rudis,0,2,https://xeno-canto.org/956316/download,https://upload.wikimedia.org/wikipedia/commons/c/c8/Pied_kingfisher_%28Ceryle_rudis_leucomelanurus%29_male.jpg,Pied Kingfisher,Martin-pêcheur pie,3314
Coracias garrulus,0,2,https://xeno-canto.org/924564/download,https://upload.wikimedia.org/wikipedia/commons/b/bc/European_Roller_-_Coracias_garrulus.jpg,European Roller,Rollier d'Europe,14377
Coracias abyssinicus,0,3,https://xeno-canto.org/957335/download,https://upload.wikimedia.org/wikipedia/commons/e/e5/Abyssinian_roller_%28Coracias_abyssinicus%29.jpg,Abyssinian Roller,Rollier d'Abyssinie,1245
Jynx torquilla,0,2,https://xeno-canto.org/919143/download,https://upload.wikimedia.org/wikipedia/commons/0/0a/Northern_wryneck_by_David_Raju_%28cropped%29.jpg,Eurasian Wryneck,Torcol fourmilier,16912
Sphyrapicus varius,0,2,https://xeno-canto.org/562030/download,https://upload.wikimedia.org/wikipedia/commons/a/a8/Yellow-bellied_sapsucker_in_CP_%2840484%29.jpg,Yellow-bellied Sapsucker,Pic maculé,2309
Picoides tridactylus,0,2,https://xeno-canto.org/927189/download,https://upload.wikimedia.org/wikipedia/commons/0/04/Three-toed_Woodpecker_-_Finlandia_0005_%283%29.jpg,Eurasian Three-toed Woodpecker,Pic tridactyle,3414
Dendrocoptes medius,0,2,https://xeno-canto.org/982351/download,https://upload.wikimedia.org/wikipedia/commons/5/5f/%D0%A1%D1%80%D0%B5%D0%B4%D0%BD%D0%B8%D0%B9_%D0%BF%D1%91%D1%81%D1%82%D1%80%D1%8B%D0%B9_%D0%B4%D1%8F%D1%82%D0%B5%D0%BB_%28Dendrocoptes_medius%29%2C_%D0%91%D0%B8%D1%82%D1%86%D0%B5%D0%B2%D1%81%D0%BA%D0%B8%D0%B9_%D0%BB%D0%B5%D1%81.jpg,Middle Spotted Woodpecker,Pic mar,12398
Dendrocopos leucotos,0,2,https://xeno-canto.org/981983/download,https://upload.wikimedia.org/wikipedia/commons/b/b6/Dendrocopos_leucotos_2.jpg,White-backed Woodpecker,Pic à dos blanc,2469
Dendrocopos major,0,1,https://xeno-canto.org/982353/download,https://upload.wikimedia.org/wikipedia/commons/c/c5/Greater_Spotted_Woodpecker_%2841554059345%29.jpg,Great Spotted Woodpecker,Pic épeiche,105587
Dendrocopos syriacus,0,3,https://xeno-canto.org/981473/download,https://upload.wikimedia.org/wikipedia/commons/1/13/Dendrocopos_syriacus.jpg,Syrian Woodpecker,Pic syriaque,1012
Dryobates minor,0,2,https://xeno-canto.org/980009/download,https://upload.wikimedia.org/wikipedia/commons/b/bd/%D0%9C%D0%B0%D0%BB%D1%8B%D0%B9_%D0%BF%D1%91%D1%81%D1%82%D1%80%D1%8B%D0%B9_%D0%B4%D1%8F%D1%82%D0%B5%D0%BB_%D0%BD%D0%B0_%D1%80%D0%B5%D0%BF%D0%B5%D0%B9%D0%BD%D0%B8%D0%BA%D0%B5_%28Dendrocopos_minor%2C_fem%29%2C_%D0%9A%D1%80%D1%8B%D0%BB%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B5_%D1%85%D0%BE%D0%BB%D0%BC%D1%8B.jpg,Lesser Spotted Woodpecker,Pic épeichette,16968
Melanerpes carolinus,0,2,https://xeno-canto.org/962378/download,https://upload.wikimedia.org/wikipedia/commons/7/79/%D0%A1%D0%B5%D0%B4%D0%BE%D0%B9_%D0%B4%D1%8F%D1%82%D0%B5%D0%BB_%D1%83_%D0%B1%D0%BE%D0%BB%D0%BE%D1%82%D0%B0_%D1%80%D0%B5%D1%87%D0%BA%D0%B8_%D0%97%D0%B8%D0%BC%D1%91%D0%BD%D0%BA%D0%B8.jpg,Gray-headed Woodpecker,Pic cendré,4198
Picus viridis,0,1,https://xeno-canto.org/976587/download,https://upload.wikimedia.org/wikipedia/commons/c/c5/European_green_woodpecker_%28Picus_viridis%29_female_Barnes.jpg,Eurasian Green Woodpecker,Pic vert,119298
Picus sharpei,0,3,https://xeno-canto.org/977350/download,https://upload.wikimedia.org/wikipedia/commons/2/20/Picus_viridis_sharpei_033.jpg,Iberian Green Woodpecker,Picus sharpei,62
Dryocopus martius,0,2,https://xeno-canto.org/980312/download,https://upload.wikimedia.org/wikipedia/commons/2/20/%D0%96%D0%B5%D0%BB%D0%BD%D0%B0_%28Dryocopus_martius%2C_fem%29%2C_%C2%AB%D0%93%D0%BE%D1%80%D0%BE%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D1%88%D1%83%D0%BC%D0%B0%D1%88%D0%B5%D1%88%D0%B0%D1%8F%C2%BB.jpg,Black Woodpecker,Pic noir,31704
Colaptes auratus,0,2,https://xeno-canto.org/975331/download,https://upload.wikimedia.org/wikipedia/commons/0/02/NorthernFlicker-male.jpg,Northern Flicker,Pic flamboyant,19555
Falco naumanni,0,2,https://xeno-canto.org/895705/download,https://upload.wikimedia.org/wikipedia/commons/f/f3/Lesser_Kestrel_%28Male%29.jpg,Lesser Kestrel,Faucon crécerellette,7513
Falco tinnunculus,0,1,https://xeno-canto.org/989016/download,https://upload.wikimedia.org/wikipedia/commons/2/24/Common_kestrel_falco_tinnunculus.jpg,Eurasian Kestrel,Faucon crécerelle,112002
Falco sparverius,0,2,https://xeno-canto.org/877035/download,https://upload.wikimedia.org/wikipedia/commons/7/73/AmericanKestrel02.jpg,American Kestrel,Crécerelle d'Amérique,7425
Falco vespertinus,0,2,https://xeno-canto.org/813405/download,https://upload.wikimedia.org/wikipedia/commons/c/cc/Falco_vespertinus_2_%28Martin_Mecnarowski%29.jpg,Red-footed Falcon,Faucon kobez,2224
Falco amurensis,0,3,https://xeno-canto.org/832536/download,https://upload.wikimedia.org/wikipedia/commons/2/29/Amur_Falcon_%28male%29_%28vagrant%29.jpg,Amur Falcon,Faucon de l'Amour,1007
Falco eleonorae,0,2,https://xeno-canto.org/893155/download,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/Eleonora%27s_falcon_%28Falco_eleonorae%29_in_flight_3.jpg/300px-Eleonora%27s_falcon_%28Falco_eleonorae%29_in_flight_3.jpg,Eleonora's Falcon,Faucon d'Éléonore,5157
Falco concolor,0,3,https://xeno-canto.org/929946/download,https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Sooty_Falcon%2C_All%C3%A9e_des_Baobabs_near_Morondava%2C_Madagascar.jpg/300px-Sooty_Falcon%2C_All%C3%A9e_des_Baobabs_near_Morondava%2C_Madagascar.jpg,Sooty Falcon,Faucon concolore,783
Falco columbarius,0,2,https://xeno-canto.org/915969/download,https://upload.wikimedia.org/wikipedia/commons/e/e3/Merlin_in_Prospect_Park_%2863386%29.jpg,Merlin (bird),Faucon émerillon,1609
Falco subbuteo,0,2,https://xeno-canto.org/960301/download,https://upload.wikimedia.org/wikipedia/commons/d/df/Eurasian_hobby_%28Falco_subbuteo%29_by_Shantanu_Kuveskar.jpg,Eurasian Hobby,Faucon hobereau,9769
Falco biarmicus,0,2,https://xeno-canto.org/577955/download,https://upload.wikimedia.org/wikipedia/commons/7/7d/Lanner_Falcon_800.jpg,Lanner Falcon,Faucon lanier,5431
Falco cherrug,0,2,https://xeno-canto.org/412094/download,https://upload.wikimedia.org/wikipedia/commons/0/0c/Falco_cherrug_%28Marek_Szczepanek%29.jpg,Saker Falcon,Faucon sacre,5200
Falco rusticolus,0,2,https://xeno-canto.org/713307/download,https://upload.wikimedia.org/wikipedia/commons/c/c8/Falco_rusticolus_white_cropped.jpg,Gyrfalcon,Faucon gerfaut,20975
Falco peregrinus,0,1,https://xeno-canto.org/982723/download,https://upload.wikimedia.org/wikipedia/commons/9/9c/Falco_peregrinus_m_Humber_Bay_Park_Toronto.jpg,Peregrine Falcon,Faucon pèlerin,92451
Psittacula krameri,0,1,https://xeno-canto.org/980121/download,https://upload.wikimedia.org/wikipedia/commons/1/1f/Rose-ringed_parakeet_%28Psittacula_krameri_borealis%29_male_Jaipur_2.jpg,Rose-ringed Parakeet,Perruche à collier,65479
Myiopsitta monachus,0,2,https://xeno-canto.org/975931/download,https://upload.wikimedia.org/wikipedia/commons/5/5c/Monk_Parakeet_%28Myiopsitta_monachus%29_%2828420470712%29.jpg,Monk Parakeet,Conure veuve,11969
Contopus cooperi,0,3,https://xeno-canto.org/962388/download,https://upload.wikimedia.org/wikipedia/commons/8/86/Olive-sided_Flycatcher.jpg,Olive-sided Flycatcher,Moucherolle à côtés olive,395
Contopus virens,0,3,https://xeno-canto.org/986591/download,https://upload.wikimedia.org/wikipedia/commons/6/63/Eastern_wood_pewee_%2871095%29.jpg,Eastern Wood-Pewee,Pioui de l'Est,5
Empidonax flaviventris,0,3,https://xeno-canto.org/562947/download,https://upload.wikimedia.org/wikipedia/commons/b/bc/Yellow-bellied_Flycatcher_-_Empidonax_flaviventris.jpg,Yellow-bellied Flycatcher,Moucherolle à ventre jaune,780
Empidonax virescens,0,3,https://xeno-canto.org/950022/download,https://upload.wikimedia.org/wikipedia/commons/7/73/Empidonax_virescens_99136793_%28cropped%29.jpg,Acadian Flycatcher,Moucherolle vert,483
Empidonax alnorum,0,3,https://xeno-canto.org/656687/download,https://upload.wikimedia.org/wikipedia/commons/0/00/Empidonax_alnorum_CT2.jpg,Alder Flycatcher,Moucherolle des aulnes,1108
Empidonax traillii,0,3,https://xeno-canto.org/560030/download,https://upload.wikimedia.org/wikipedia/commons/0/00/Southwestern_Willow_Flycatcher.jpg,Willow Flycatcher,Moucherolle des saules,372
Empidonax minimus,0,3,https://xeno-canto.org/940894/download,https://upload.wikimedia.org/wikipedia/commons/4/46/Empidonax-minimus-001.jpg,Least Flycatcher,Moucherolle tchébec,1375
Sayornis phoebe,0,2,https://xeno-canto.org/566104/download,https://upload.wikimedia.org/wikipedia/commons/d/d0/Sayornis_phoebe_-Owen_Conservation_Park%2C_Madison%2C_Wisconsin%2C_USA-8.jpg,Eastern Phoebe,Moucherolle phébi,4476
Tyrannus verticalis,0,3,https://xeno-canto.org/540019/download,https://upload.wikimedia.org/wikipedia/commons/5/5d/Western_kingbird_%2871748%29.jpg,Western Kingbird,Tyran de l'Ouest,3
Tyrannus tyrannus,0,2,https://xeno-canto.org/343544/download,https://upload.wikimedia.org/wikipedia/commons/f/fb/Easterbn_Kingbird_Heinz.png,Eastern Kingbird,Tyran tritri,2214
Tyrannus savana,0,3,https://xeno-canto.org/551103/download,https://upload.wikimedia.org/wikipedia/commons/4/43/Fork-tailed_flycatcher_%28Tyrannus_savana_monachus%29_male_Orange_Walk.jpg,Fork-tailed Flycatcher,Tyran des savanes,473
Vireo griseus,0,3,https://xeno-canto.org/570971/download,https://upload.wikimedia.org/wikipedia/commons/1/1d/WhiteEyedVireoMaine.jpg,White-eyed Vireo,Viréo aux yeux blancs,333
Vireo flavifrons,0,3,https://xeno-canto.org/914384/download,https://upload.wikimedia.org/wikipedia/commons/f/fa/Vireo-flavifrons-001.jpg,Yellow-throated Vireo,Viréo à gorge jaune,378
Vireo solitarius,0,2,https://xeno-canto.org/561368/download,https://upload.wikimedia.org/wikipedia/commons/b/b5/Blue-headed_Vireo_%288088895251%29.jpg,Blue-headed Vireo,Viréo à tête bleue,2773
Vireo philadelphicus,0,3,https://xeno-canto.org/474833/download,https://upload.wikimedia.org/wikipedia/commons/3/32/Vireo_philadelphicus.jpg,Philadelphia Vireo,Viréo de Philadelphie,0
Vireo olivaceus,0,2,https://xeno-canto.org/972013/download,https://upload.wikimedia.org/wikipedia/commons/0/03/Vireo_olivaceus_-Madison_-Wisconsin_-USA-8.jpg,Red-eyed Vireo,Viréo aux yeux rouges,11875
Oriolus oriolus,0,1,https://xeno-canto.org/976261/download,https://upload.wikimedia.org/wikipedia/commons/c/cf/Loriot_d%27Europe_-_Flickr_-_Philippe_Garcelon%2C_crop.jpg,Eurasian Golden Oriole,Loriot d'Europe,82490
Oriolus kundoo,0,3,https://xeno-canto.org/872517/download,https://upload.wikimedia.org/wikipedia/commons/5/51/IndianGoldenOriole_M.jpg,Indian Golden Oriole,Loriot indien,350
Dicrurus leucophaeus,0,3,https://xeno-canto.org/982070/download,https://upload.wikimedia.org/wikipedia/commons/3/3c/0A2A8011_Ashy_Drongo.jpg,Ashy Drongo,Drongo cendré,269
Lanius collurio,0,2,https://xeno-canto.org/938986/download,https://upload.wikimedia.org/wikipedia/commons/5/5c/Red-backed_shrike.jpg,Red-backed Shrike,Pie-grièche écorcheur,13539
Lanius schach,0,3,https://xeno-canto.org/951342/download,https://upload.wikimedia.org/wikipedia/commons/4/4d/0T4A6719.jpg,Red-tailed Shrike,Pie-grièche du Turkestan,122
Lanius isabellinus,0,3,https://xeno-canto.org/975635/download,https://upload.wikimedia.org/wikipedia/commons/a/a4/Isabelline_Shrike_%2815214160368%29.jpg,Isabelline Shrike,Pie-grièche isabelle,412
Lanius cristatus,0,3,https://xeno-canto.org/964198/download,https://upload.wikimedia.org/wikipedia/commons/6/64/Lanius_cristatus_-_Surin.jpg,Brown Shrike,Pie-grièche brune,828
Lanius schach,0,3,,https://upload.wikimedia.org/wikipedia/commons/8/83/Long-tailed_Shrilke_0A2A3080.jpg,Long-tailed Shrike,Pie-grièche schach,438
Lanius borealis,0,3,https://xeno-canto.org/982270/download,https://upload.wikimedia.org/wikipedia/commons/d/dc/Northern_Shrike%2C_Arvada%2C_Jefferson%2C_Colorado.jpg,Northern Shrike,Pie-grièche boréale,1044
Lanius minor,0,3,https://xeno-canto.org/924570/download,https://upload.wikimedia.org/wikipedia/commons/0/0c/Lesser_Grey_Shrike_by_Daniel_Bastaja.jpg,Lesser Gray Shrike,Pie-grièche à poitrine rose,1417
Lanius nubicus,0,3,https://xeno-canto.org/964017/download,https://upload.wikimedia.org/wikipedia/commons/6/6a/Lanius_nubicus_%28unmirrored%29.jpg,Masked Shrike,Pie-grièche masquée,755
Lanius senator,0,2,https://xeno-canto.org/982625/download,https://upload.wikimedia.org/wikipedia/commons/4/44/Woodchat_shrike_%28Lanius_senator_senator%29.jpg,Woodchat Shrike,Pie-grièche à tête rousse,2563
Perisoreus infaustus,0,3,https://xeno-canto.org/871731/download,https://upload.wikimedia.org/wikipedia/commons/2/22/Perisoreus_infaustus_Kittil%C3%A4_20180418_01.jpg,Siberian Jay,Mésangeai imitateur,1925
Garrulus glandarius,0,1,https://xeno-canto.org/975372/download,https://upload.wikimedia.org/wikipedia/commons/6/6d/Garrulus_glandarius_1_Luc_Viatour.jpg,Eurasian Jay,Geai des chênes,120373
Cyanopica cooki,0,2,https://xeno-canto.org/978915/download,https://upload.wikimedia.org/wikipedia/commons/e/e4/Iberian_magpie_%28Cyanopica_cooki%29%2C_Parque_natural_de_la_Sierra_de_And%C3%BAjar%2C_Espa%C3%B1a_%2832602677484%29.jpg,Iberian Magpie,Pie-bleue ibérique,2081
Pica pica,0,1,https://xeno-canto.org/978880/download,https://upload.wikimedia.org/wikipedia/commons/4/4b/%D0%A1%D0%BE%D1%80%D0%BE%D0%BA%D0%B0_%28Pica_pica%29%2C_%D0%9A%D0%B0%D0%BB%D0%B8%D0%BD%D0%B8%D0%BD%D0%B3%D1%80%D0%B0%D0%B4.jpg,Eurasian Magpie,Pie bavarde,94751
Nucifraga caryocatactes,0,2,https://xeno-canto.org/987620/download,https://upload.wikimedia.org/wikipedia/commons/f/f7/Orzech%C3%B3wka_zwyczajna_nad_Morskim_Okiem.jpg,Northern Nutcracker,Cassenoix moucheté,10817
Pyrrhocorax pyrrhocorax,0,2,https://xeno-canto.org/534503/download,https://upload.wikimedia.org/wikipedia/commons/1/12/Bran_goesgoch_Pyrrhocorax_pyrrhocorax.jpg,Red-billed Chough,Crave à bec rouge,12861
Pyrrhocorax graculus,0,2,https://xeno-canto.org/975054/download,https://upload.wikimedia.org/wikipedia/commons/2/2d/Alpine_Chough_by_Jim_Higham.jpg,Yellow-billed Chough,Chocard à bec jaune,36384
Coloeus monedula,0,1,https://xeno-canto.org/971837/download,https://upload.wikimedia.org/wikipedia/commons/a/a1/%D0%93%D0%B0%D0%BB%D0%BA%D0%B0_%28Corvus_monedula%29%2C_%D0%A6%D0%B0%D1%80%D0%B8%D1%86%D1%8B%D0%BD%D0%BE.jpg,Eurasian Jackdaw,Choucas des tours,111911
Corvus dauuricus,0,3,https://xeno-canto.org/824063/download,https://upload.wikimedia.org/wikipedia/commons/7/77/Dwlhany.jpg,Daurian Jackdaw,Choucas de Daourie,1
Corvus splendens,0,2,https://xeno-canto.org/980341/download,https://upload.wikimedia.org/wikipedia/commons/c/c9/Corvus_splendens.jpg,House Crow,Corbeau familier,6262
Corvus corone,0,1,https://xeno-canto.org/981452/download,https://upload.wikimedia.org/wikipedia/commons/a/a9/Corvus_corone_-near_Canford_Cliffs%2C_Poole%2C_England-8.jpg,Carrion Crow,Corneille noire,76810
Corvus cornix,0,2,https://xeno-canto.org/979058/download,https://upload.wikimedia.org/wikipedia/commons/6/63/Corvus_cornix_-Egypt-8.jpg,Hooded Crow,Corneille mantelée,34410
Corvus rhipidurus,0,3,https://xeno-canto.org/981141/download,https://upload.wikimedia.org/wikipedia/commons/5/56/Fan-tailed_raven_%28Corvus_rhipidurus%29.jpg,Fan-tailed Raven,Corbeau à queue courte,1178
Corvus corax,0,2,https://xeno-canto.org/991063/download,https://upload.wikimedia.org/wikipedia/commons/5/50/Corvus_corax_ad_berlin_090516.jpg,Common Raven,Grand corbeau,3498
Periparus ater,0,2,https://xeno-canto.org/980800/download,https://upload.wikimedia.org/wikipedia/commons/9/92/Coal_tit_UK09.JPG,Coal Tit,Mésange noire,33005
Lophophanes cristatus,0,2,https://xeno-canto.org/512199/download,https://upload.wikimedia.org/wikipedia/commons/d/dc/Lophophanes_cristatus_-_01.jpg,Crested Tit,Mésange huppée,25737
Poecile lugubris,0,3,https://xeno-canto.org/964687/download,https://upload.wikimedia.org/wikipedia/commons/7/7d/Poecile_lugubris%2C_Bulgaria_1.jpg,Sombre Tit,Mésange lugubre,630
Poecile palustris,0,2,https://xeno-canto.org/982787/download,https://upload.wikimedia.org/wikipedia/commons/3/3a/Parus_palustris02.jpg,Marsh Tit,Mésange nonnette,29018
Poecile montanus,0,2,https://xeno-canto.org/982286/download,https://upload.wikimedia.org/wikipedia/commons/1/13/Poecile_montanus_kleinschmidti.jpg,Willow Tit,Mésange boréale,10306
Poecile cinctus,0,3,https://xeno-canto.org/818574/download,https://upload.wikimedia.org/wikipedia/commons/b/bd/Siberian_Tit_Parus_Cinctus_2006_03_07.JPG,Gray-headed Chickadee,Mésange lapone,816
Cyanistes caeruleus,0,1,https://xeno-canto.org/981094/download,https://upload.wikimedia.org/wikipedia/commons/8/86/Eurasian_blue_tit_Lancashire.jpg,Eurasian Blue Tit,Mésange bleue,131197
Cyanistes caeruleus,0,3,https://xeno-canto.org/974041/download,https://upload.wikimedia.org/wikipedia/commons/7/7f/Cyanistes_teneriffae_hedwigae_-Gran_Canaria%2C_Canary_Islands%2C_Spain-8.jpg,African Blue Tit,Cyanistes teneriffae,65
Cyanistes cyanus,0,2,https://xeno-canto.org/862476/download,https://upload.wikimedia.org/wikipedia/commons/5/59/Azure_Tit_-_Parus_cyanus.jpg,Azure Tit,Mésange azurée,5085
Parus major,0,1,https://xeno-canto.org/981346/download,https://upload.wikimedia.org/wikipedia/commons/e/ef/Great_tit_side-on.jpg,Great Tit,Mésange charbonnière,218878
Remiz pendulinus,0,2,https://xeno-canto.org/988013/download,https://upload.wikimedia.org/wikipedia/commons/a/a5/Remiz_pendulinus_3_%28Martin_Mecnarowski%29.jpg,Eurasian Penduline-Tit,Rémiz penduline,3295
Alaemon alaudipes,0,3,https://xeno-canto.org/951242/download,https://upload.wikimedia.org/wikipedia/commons/6/65/Greater_Hoopoe_Lark%2C_crop.jpg,Greater Hoopoe-Lark,Sirli du désert,1202
Ramphocoris clotbey,0,3,https://xeno-canto.org/892457/download,https://upload.wikimedia.org/wikipedia/commons/3/34/Thick-billed_lark_%28Ramphocoris_clotbey%29_Kebili.jpg,Thick-billed Lark,Alouette de Clot-Bey,1
Ammomanes cinctura,0,3,https://xeno-canto.org/959906/download,https://upload.wikimedia.org/wikipedia/commons/7/73/Ammomane_%C3%A9l%C3%A9gante_Jbil.jpg,Bar-tailed Lark,Ammomane élégante,353
Ammomanes deserti,0,3,https://xeno-canto.org/523800/download,https://upload.wikimedia.org/wikipedia/commons/9/97/Steinlerche.jpg,Desert Lark,Ammomane isabelline,374
Lullula arborea,0,2,https://xeno-canto.org/980998/download,https://upload.wikimedia.org/wikipedia/commons/9/96/Lullula_arborea_%28J%C3%A1n_Svetl%C3%ADk%29.jpg,Wood Lark,Alouette lulu,15440
Alauda leucoptera,0,3,https://xeno-canto.org/813215/download,https://upload.wikimedia.org/wikipedia/commons/5/5d/Alauda_leucoptera_57392188.jpg,White-winged Lark,Alouette leucoptère,179
Alauda arvensis,0,2,https://xeno-canto.org/974883/download,https://upload.wikimedia.org/wikipedia/commons/f/f6/Skylark_2%2C_Lake_District%2C_England_-_June_2009.jpg,Eurasian Skylark,Alouette des champs,38865
Alauda gulgula,0,3,https://xeno-canto.org/961416/download,https://upload.wikimedia.org/wikipedia/commons/b/b1/Oriental_Skylark_Harangi_Coorg_Apr24_D72_26744.jpg,Oriental Skylark,Alouette gulgule,182
Galerida theklae,0,3,https://xeno-canto.org/981034/download,https://upload.wikimedia.org/wikipedia/commons/b/be/North_African_Thekla%27s_lark_%28Galerida_theklae_carolinae%29_Kebili.jpg,Thekla's Lark,Cochevis de Thékla,0
Galerida cristata,0,2,https://xeno-canto.org/981190/download,https://upload.wikimedia.org/wikipedia/commons/1/15/Cochevis_hupp%C3%A9_Gbollat.jpg,Crested Lark,Cochevis huppé,6081
Eremophila alpestris,0,2,https://xeno-canto.org/972226/download,https://upload.wikimedia.org/wikipedia/commons/5/54/Shore_Lark.jpg,Horned Lark,Alouette hausse-col,2647
Eremophila bilopha,0,3,https://xeno-canto.org/892449/download,https://upload.wikimedia.org/wikipedia/commons/9/97/Alouette_bilophe_Jbil001.jpg,Temminck's Lark,Alouette bilophe,524
Calandrella brachydactyla,0,3,https://xeno-canto.org/971540/download,https://upload.wikimedia.org/wikipedia/commons/8/8d/Alouette_calandrelle_ichkeul001.jpg,Greater Short-toed Lark,Alouette calandrelle,1615
Melanocorypha bimaculata,0,3,https://xeno-canto.org/972271/download,https://upload.wikimedia.org/wikipedia/commons/f/ff/Melanocorypha_bimaculata_117209398.jpg,Bimaculated Lark,Alouette monticole,227
Melanocorypha calandra,0,3,https://xeno-canto.org/977975/download,https://upload.wikimedia.org/wikipedia/commons/7/7b/Bere%C5%9Fe.jpg,Calandra Lark,Alouette calandre,1397
Melanocorypha yeltoniensis,0,3,https://xeno-canto.org/813497/download,https://upload.wikimedia.org/wikipedia/commons/4/45/Black_Lark_-_Kazakistan_S4E9836_%2816946135312%29-cropped.jpg,Black Lark,Alouette nègre,239
Chersophilus duponti,0,3,https://xeno-canto.org/973317/download,https://upload.wikimedia.org/wikipedia/commons/c/c8/Dupont%27s_Lark%2C_Morocco_1_%28crop%29_%28cropped%29.jpg,Dupont's Lark,Sirli de Dupont,1
Calandrella brachydactyla,0,3,https://xeno-canto.org/926675/download,https://upload.wikimedia.org/wikipedia/commons/a/a3/Calandrella_cheleensis.JPG,Asian Short-toed Lark,Alouette de Swinhoe,100
Alaudala rufescens,0,3,https://xeno-canto.org/981616/download,https://upload.wikimedia.org/wikipedia/commons/b/b8/Calandrella_rufescens_-Canary_Islands_-Spain-8.jpg,Mediterranean Short-toed Lark,Alouette pispolette,632
,0,3,https://xeno-canto.org/773176/download,https://upload.wikimedia.org/wikipedia/commons/8/8a/Alaudala_heinei_-_Heinestummellerche_202746307.jpg,Turkestan Short-toed Lark,Alouette de Heine,1405
Panurus biarmicus,0,2,https://xeno-canto.org/955703/download,https://upload.wikimedia.org/wikipedia/commons/f/fb/Baardman_-_Panurus_biarmicus_%2815147085070%29.jpg,Bearded Reedling,Panure à moustaches,4377
Cisticola juncidis,0,2,https://xeno-canto.org/975968/download,https://upload.wikimedia.org/wikipedia/commons/3/31/Zitting_cisticola_2024_04_19_%28cropped%29.jpg,Zitting Cisticola,Cisticole des joncs,14513
Arundinax aedon,0,3,https://xeno-canto.org/972681/download,https://upload.wikimedia.org/wikipedia/commons/6/6b/Thick-billed_Warbler_1_%40_Kakkadampoil_2-2-14.jpg,Thick-billed Warbler,Rousserolle à gros bec,277
Iduna caligata,0,3,https://xeno-canto.org/925133/download,https://upload.wikimedia.org/wikipedia/commons/4/40/Booted_Warbler_-_Kazakistan_S4E0786_%2817330623545%29.jpg,Booted Warbler,Hypolaïs bottée,201
Iduna rama,0,3,https://xeno-canto.org/947018/download,https://upload.wikimedia.org/wikipedia/commons/4/4d/Syke%27s_Warbler_%28Hippolais_rama%29_on_Vilaiti_Siris_%28Samanea_saman%29_in_Kolkata_W_IMG_4659.jpg,Sykes's Warbler,Hypolaïs rama,192
Iduna pallida,0,3,https://xeno-canto.org/971411/download,https://upload.wikimedia.org/wikipedia/commons/e/e7/Eastern_olivaceous_warbler_%28Iduna_pallida%29_by_Lior_Kislev.jpg,Eastern Olivaceous Warbler,Hypolaïs pâle,741
Iduna opaca,0,3,https://xeno-canto.org/973884/download,https://upload.wikimedia.org/wikipedia/commons/8/85/Iduna_opaca_CDC_image.jpg,Western Olivaceous Warbler,Hypolaïs obscure,206
Hippolais languida,0,3,https://xeno-canto.org/526057/download,https://upload.wikimedia.org/wikipedia/commons/2/2c/Upcher%27s_Warbler_%28Hippolais_languida%29_%288079442053%29.jpg,Upcher's Warbler,Hypolaïs d'Upcher,121
Hippolais olivetorum,0,3,https://xeno-canto.org/964911/download,https://upload.wikimedia.org/wikipedia/commons/7/7c/Olive-tree_warbler%2C_Hippolais_olivetorum%2C_at_Mkuze_Game_Reserve%2C_%2839230388474%29.jpg,Olive-tree Warbler,Hypolaïs des oliviers,253
Hippolais polyglotta,0,2,https://xeno-canto.org/573057/download,https://upload.wikimedia.org/wikipedia/commons/6/6a/Hippolais_polyglotta.jpg,Melodious Warbler,Hypolaïs polyglotte,14515
Hippolais icterina,0,3,https://xeno-canto.org/923001/download,https://upload.wikimedia.org/wikipedia/commons/9/9e/Icterine_warbler_18_06_2022_004_crop.png,Icterine Warbler,Hypolaïs ictérine,1818
Acrocephalus paludicola,0,3,https://xeno-canto.org/976411/download,https://upload.wikimedia.org/wikipedia/commons/1/1d/Seggenrohrsaenger_hand.jpg,Aquatic Warbler,Phragmite aquatique,1373
Acrocephalus melanopogon,0,3,https://xeno-canto.org/974707/download,https://upload.wikimedia.org/wikipedia/commons/e/ec/Moustached_Warbler_Acrocephalus_melanopogon_by_Dr._Raju_Kasambe_%282%29.jpg,Moustached Warbler,Lusciniole à moustaches,1045
